TimeSurvived,PhysicalDamageDone,MagicDamageDone,RawPhysicalDamageDone,RawMagicDamageDone,PlayerHealingReceived,PlayerHealth,PlayerSpeed,PlayerDefense,MeleeDamageScore,RangeDamageScore,ManaUsed,EnemySpawns,EnemyDamageByType,Reward
245.0000,3.0000,0.0000,5.0000,0.0000,2.0000,47.0000,1.5000,0.5000,1,1,10,2;0;1;1;0;0;1;0,0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;4.5000;0.0000,0.4297
252.0249,0.0000,0.0000,6.0000,0.0000,7.0000,48.0000,1.6575,0.5000,1,1,20,2;1;1;3;0;0;2;0,1.0000;4.5000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.4320
263.4105,0.0000,0.0000,10.5000,0.0000,11.0000,48.5000,1.9953,0.5000,2,2,36,5;1;2;4;1;0;3;0,1.0000;0.0000;0.0000;5.0000;0.0000;0.0000;4.5000;0.0000,0.4440
269.2958,0.0000,0.0000,14.0000,19.0000,34.5000,50.0000,2.0015,0.5000,2,2,49,5;0;1;5;3;2;2;0,1.5000;0.0000;0.5000;7.5000;0.0000;19.0000;4.5000;0.0000,0.4493
276.4714,12.5316,3.9684,30.0000,9.5000,23.0000,33.5000,2.3095,0.5000,2,2,61,6;1;3;9;1;1;5;0,1.0000;0.0000;1.0000;10.0000;0.0000;9.5000;18.0000;0.0000,0.4839
280.6990,2.0000,1.0000,18.0000,9.0000,24.0000,30.5000,3.0176,1.0000,3,2,75,9;1;2;7;4;1;6;0,0.0000;0.0000;0.0000;6.0000;0.0000;9.0000;12.0000;0.0000,0.4643
298.7957,22.0000,9.0000,22.0000,9.0000,0.0000,0.0000,3.1773,1.0000,3,3,83,10;1;2;6;3;2;4;1,0.0000;0.0000;0.0000;10.0000;4.0000;9.0000;8.0000;0.0000,0.5335
245.0000,0.0000,0.0000,4.5000,0.0000,4.5000,50.0000,1.5000,0.5000,1,1,10,2;0;0;0;1;0;1;0,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;4.5000;0.0000,0.4247
252.4065,1.0000,0.0000,9.0000,0.0000,8.0000,49.0000,1.6168,0.5000,1,1,21,2;1;1;1;1;0;2;0,0.0000;0.0000;0.0000;0.0000;4.5000;0.0000;4.5000;0.0000,0.4340
261.4776,2.7551,1.7449,15.0000,9.5000,20.0000,44.5000,2.0485,0.5000,2,2,38,5;1;1;4;1;1;3;0,0.5000;0.0000;0.5000;5.0000;0.0000;9.5000;9.0000;0.0000,0.4485
270.5219,5.8333,3.1667,17.5000,9.5000,18.0000,35.5000,2.2653,0.5000,2,2,46,4;0;2;3;1;2;5;0,1.5000;0.0000;0.0000;2.5000;0.0000;9.5000;13.5000;0.0000,0.4665
275.7243,29.0000,19.0000,29.0000,19.0000,0.0000,0.0000,2.2347,0.5000,3,2,62,8;1;2;5;2;2;5;0,1.0000;0.0000;0.0000;10.0000;4.5000;19.0000;13.5000;0.0000,0.5352
245.0000,0.0000,0.0000,3.5000,0.0000,3.5000,50.0000,1.5000,0.5000,1,1,10,2;0;0;1;0;0;2;0,1.0000;0.0000;0.0000;2.5000;0.0000;0.0000;0.0000;0.0000,0.4247
251.7070,7.4400,4.5600,15.5000,9.5000,13.0000,38.0000,1.7855,0.5000,1,1,21,3;0;1;2;0;1;2;0,1.0000;0.0000;0.5000;5.0000;0.0000;9.5000;9.0000;0.0000,0.4514
259.2209,0.0000,0.0000,1.5000,0.0000,9.0000,45.5000,1.9131,0.5000,2,2,34,3;0;2;2;0;0;2;1,1.0000;0.0000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.4388
268.6695,8.5893,4.4107,18.5000,9.5000,15.0000,32.5000,2.1890,0.5000,2,2,51,5;1;2;4;2;2;3;0,2.0000;0.0000;0.5000;2.5000;4.5000;9.5000;9.0000;0.0000,0.4697
276.3552,4.7909,10.7091,8.5000,19.0000,12.0000,17.0000,2.1187,0.5000,3,2,61,6;1;4;4;1;3;4;0,1.0000;0.0000;0.5000;2.5000;0.0000;19.0000;4.5000;0.0000,0.4821
286.8004,24.0000,27.0000,24.0000,27.0000,0.0000,0.0000,3.1319,1.0000,3,2,69,7;2;3;6;1;3;5;0,0.0000;0.0000;0.0000;4.0000;4.0000;27.0000;16.0000;0.0000,0.5536
245.0000,0.5000,0.0000,5.5000,0.0000,5.0000,49.5000,1.5000,0.5000,1,1,10,5;0;0;0;1;0;0;0,1.0000;0.0000;0.0000;0.0000;4.5000;0.0000;0.0000;0.0000,0.4255
254.8771,0.0000,0.0000,4.0000,0.0000,4.5000,50.0000,1.6130,0.5000,1,1,21,4;0;1;3;0;1;1;0,1.5000;0.0000;0.0000;2.5000;0.0000;0.0000;0.0000;0.0000,0.4356
263.7383,0.0000,0.0000,5.5000,0.0000,5.5000,50.0000,2.0445,0.5000,2,2,36,3;0;2;2;3;1;1;0,0.5000;0.0000;0.5000;0.0000;4.5000;0.0000;0.0000;0.0000,0.4445
266.9043,7.3966,3.6034,19.5000,9.5000,18.0000,39.0000,2.1708,0.5000,2,2,46,8;1;1;4;2;1;3;0,1.0000;0.0000;0.0000;5.0000;4.5000;9.5000;9.0000;0.0000,0.4650
278.6223,25.5000,19.0000,25.5000,19.0000,0.0000,0.0000,2.2100,0.5000,3,2,64,8;2;3;7;1;2;4;0,0.5000;9.0000;0.0000;2.5000;4.5000;19.0000;9.0000;0.0000,0.5329
245.0000,0.0000,0.0000,4.0000,0.0000,4.0000,50.0000,1.5000,0.5000,1,1,10,3;0;1;2;0;0;0;0,1.5000;0.0000;0.0000;2.5000;0.0000;0.0000;0.0000;0.0000,0.4247
254.6134,3.5000,0.0000,5.5000,0.0000,2.0000,46.5000,1.6088,0.5000,1,1,23,2;0;3;2;1;0;1;0,1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;4.5000;0.0000,0.4407
262.0635,8.8611,7.6389,12.0833,10.4167,6.0000,30.0000,1.8266,0.5000,2,2,34,4;0;1;2;0;1;1;1,0.5000;0.0000;0.0000;2.5000;0.0000;9.5000;4.5000;5.5000,0.4701
270.1922,24.0000,19.0000,24.0000,19.0000,0.0000,0.0000,2.0158,0.5000,2,2,48,5;2;2;5;1;2;2;0,0.5000;9.0000;0.5000;5.0000;4.5000;19.0000;4.5000;0.0000,0.5223
245.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,1.5000,0.5000,1,1,10,2;0;1;0;1;0;0;0,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.4247
254.6909,0.5172,0.9828,5.0000,9.5000,13.0000,48.5000,1.7774,0.5000,1,1,22,2;0;0;2;1;1;2;0,0.5000;0.0000;0.0000;0.0000;0.0000;9.5000;4.5000;0.0000,0.4377
262.1289,0.0000,0.0000,1.5000,9.5000,12.5000,50.0000,1.9683,0.5000,2,2,36,5;0;3;3;1;1;2;0,1.0000;0.0000;0.5000;0.0000;0.0000;9.5000;0.0000;0.0000,0.4423
267.2856,0.0000,0.0000,14.0000,9.5000,23.5000,50.0000,2.2183,0.5000,2,2,50,7;1;2;5;2;1;3;0,2.0000;0.0000;0.5000;2.5000;4.5000;9.5000;4.5000;0.0000,0.4464
275.8520,0.0000,0.0000,15.0833,0.9167,16.0000,50.0000,2.2854,0.5000,3,2,63,6;1;2;4;1;1;5;1,1.0000;0.0000;0.5000;0.0000;0.0000;0.0000;9.0000;5.5000,0.4552
285.4148,4.1364,2.8636,26.0000,18.0000,37.0000,43.0000,2.8212,1.0000,3,2,70,7;1;5;6;1;2;6;0,0.0000;0.0000;0.0000;6.0000;4.0000;18.0000;16.0000;0.0000,0.4782
293.2743,0.0000,0.0000,24.0000,9.0000,35.0000,45.0000,3.3073,1.0000,4,3,88,10;3;4;7;3;2;6;0,0.0000;4.0000;0.0000;4.0000;0.0000;9.0000;16.0000;0.0000,0.4734
301.1389,0.0000,0.0000,10.0000,9.0000,23.0000,49.0000,3.5165,1.0000,3,3,96,11;2;4;7;2;2;6;1,0.0000;0.0000;0.0000;6.0000;0.0000;9.0000;4.0000;0.0000,0.4823
306.4671,26.0000,36.0000,26.0000,36.0000,0.0000,0.0000,3.6711,1.0000,4,4,101,11;2;4;7;3;5;6;0,0.0000;4.0000;0.0000;6.0000;4.0000;36.0000;12.0000;0.0000,0.5918
245.0000,0.0000,0.0000,0.5000,0.0000,0.5000,50.0000,1.5000,0.5000,1,1,10,3;0;0;2;0;0;1;0,0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.4247
253.6225,2.5862,4.9138,5.0000,9.5000,7.0000,42.5000,1.6427,0.5000,1,1,22,3;0;0;3;0;2;1;0,0.0000;0.0000;0.0000;5.0000;0.0000;9.5000;0.0000;0.0000,0.4463
262.3417,3.6486,3.8514,9.0000,9.5000,11.0000,35.0000,1.9100,0.5000,2,1,35,4;1;3;3;1;1;1;0,1.0000;4.5000;1.0000;2.5000;0.0000;9.5000;0.0000;0.0000,0.4553
270.3124,25.5000,9.5000,25.5000,9.5000,0.0000,0.0000,2.0706,0.5000,2,2,45,7;1;1;3;3;1;2;0,2.5000;0.0000;0.5000;0.0000;13.5000;9.5000;9.0000;0.0000,0.5097
245.0000,0.0000,0.0000,7.5000,0.0000,7.5000,50.0000,1.5000,0.5000,1,1,10,2;0;1;1;0;0;1;0,0.0000;0.0000;0.5000;2.5000;0.0000;0.0000;4.5000;0.0000,0.4247
253.2092,0.0000,0.0000,6.5000,0.0000,6.5000,50.0000,1.6410,0.5000,1,1,22,5;0;1;3;0;1;1;0,1.5000;0.0000;0.0000;5.0000;0.0000;0.0000;0.0000;0.0000,0.4332
262.8040,0.8472,0.1528,5.0833,0.9167,5.0000,49.0000,1.7603,0.5000,2,2,33,3;0;1;2;0;1;1;1,0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;5.5000,0.4455
271.6936,1.0000,1.0000,9.5000,9.5000,17.0000,47.0000,2.1399,0.5000,2,2,43,4;1;2;3;1;2;3;0,0.5000;0.0000;0.0000;0.0000;0.0000;9.5000;9.0000;0.0000,0.4570
274.4303,0.0000,0.0000,14.0000,9.5000,26.5000,50.0000,2.0744,0.5000,3,2,60,9;1;2;5;2;2;4;0,2.0000;0.0000;0.5000;2.5000;0.0000;9.5000;9.0000;0.0000,0.4539
285.9708,9.4545,3.5455,24.0000,9.0000,20.0000,37.0000,2.9414,1.0000,3,2,68,7;3;2;8;1;2;5;0,0.0000;8.0000;0.0000;4.0000;4.0000;9.0000;8.0000;0.0000,0.4894
293.4050,26.0000,36.0000,26.0000,36.0000,0.0000,0.0000,2.9332,1.0000,3,3,81,9;3;2;6;2;4;5;0,0.0000;8.0000;0.0000;6.0000;0.0000;36.0000;12.0000;0.0000,0.5783
245.0000,0.4000,7.6000,0.5000,9.5000,2.0000,42.0000,1.5000,0.5000,1,1,10,2;0;1;0;0;1;0;0,0.0000;0.0000;0.5000;0.0000;0.0000;9.5000;0.0000;0.0000,0.4380
252.6819,7.0000,0.0000,17.0000,0.0000,10.0000,35.0000,1.6227,0.5000,2,1,24,5;1;0;1;0;1;3;0,1.0000;0.0000;0.0000;2.5000;0.0000;0.0000;13.5000;0.0000,0.4438
258.5887,16.5000,19.0000,16.5000,19.0000,0.0000,0.0000,1.8363,0.5000,2,1,34,6;0;2;3;0;2;2;0,1.5000;0.0000;1.0000;5.0000;0.0000;19.0000;9.0000;0.0000,0.4972
245.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,1.5000,0.5000,1,1,10,2;0;0;0;1;0;1;0,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.4247
252.4892,0.0000,0.0000,0.5000,0.0000,0.5000,50.0000,1.7172,0.5000,1,1,24,4;0;0;1;0;0;1;1,0.5000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000,0.4319
264.5979,5.3333,12.6667,8.0000,19.0000,9.0000,32.0000,1.9810,0.5000,2,2,34,4;0;1;2;0;4;1;0,1.0000;0.0000;0.0000;2.5000;0.0000;19.0000;4.5000;0.0000,0.4760
269.8215,6.5410,2.9590,21.0000,9.5000,21.0000,22.5000,2.0707,0.5000,2,2,44,6;2;1;4;2;1;2;0,2.5000;4.5000;0.0000;5.0000;4.5000;9.5000;4.5000;0.0000,0.4668
275.3278,3.5000,19.0000,3.5000,19.0000,0.0000,0.0000,2.2686,0.5000,3,2,55,6;1;2;4;2;2;4;0,0.5000;0.0000;0.5000;2.5000;0.0000;19.0000;0.0000;0.0000,0.4936
245.0000,0.0000,0.0000,3.5000,0.0000,3.5000,50.0000,1.5000,0.5000,1,1,10,2;1;1;1;0;0;0;0,0.5000;0.0000;0.5000;2.5000;0.0000;0.0000;0.0000;0.0000,0.4247
253.4967,0.0000,0.0000,4.0000,0.0000,4.0000,50.0000,1.6419,0.5000,1,1,21,4;0;0;2;0;2;1;0,1.5000;0.0000;0.0000;2.5000;0.0000;0.0000;0.0000;0.0000,0.4338
259.3371,0.5250,0.4750,10.5000,9.5000,19.0000,49.0000,1.9435,0.5000,2,1,32,6;2;1;2;0;2;1;0,1.5000;4.5000;0.0000;0.0000;0.0000;9.5000;4.5000;0.0000,0.4410
272.2845,1.2857,2.7143,4.5000,9.5000,10.0000,45.0000,1.9908,0.5000,2,2,49,5;1;4;4;1;2;2;0,1.0000;0.0000;1.0000;2.5000;0.0000;9.5000;0.0000;0.0000,0.4599
275.9584,30.5000,28.5000,30.5000,28.5000,0.0000,0.0000,2.2078,0.5000,2,2,61,7;2;2;5;1;3;4;0,2.0000;4.5000;0.5000;10.0000;4.5000;28.5000;9.0000;0.0000,0.5541
245.0000,2.5000,0.0000,6.5000,0.0000,4.0000,47.5000,1.5000,0.5000,1,1,10,4;1;1;0;0;0;0;0,1.5000;4.5000;0.5000;0.0000;0.0000;0.0000;0.0000;0.0000,0.4288
252.7822,4.2000,3.8000,10.5000,9.5000,12.0000,39.5000,1.7119,0.5000,1,1,22,9;0;0;1;0;1;2;0,1.5000;0.0000;0.0000;0.0000;0.0000;9.5000;9.0000;0.0000,0.4460
263.0610,5.5000,0.0000,11.5000,0.0000,6.0000,34.0000,1.9027,0.5000,2,2,34,4;0;1;4;0;2;3;0,0.0000;0.0000;0.0000;2.5000;0.0000;0.0000;9.0000;0.0000,0.4531
269.6923,10.2615,4.2385,23.0000,9.5000,18.0000,19.5000,2.2154,0.5000,2,2,46,6;1;1;4;2;2;2;0,2.0000;0.0000;0.0000;7.5000;4.5000;9.5000;9.0000;0.0000,0.4746
276.4425,21.5000,0.0000,21.5000,0.0000,0.0000,0.0000,2.2610,0.5000,2,3,62,10;1;3;5;1;2;5;0,2.5000;4.5000;0.0000;10.0000;0.0000;0.0000;4.5000;0.0000,0.4920
245.0000,0.0000,0.0000,5.5000,0.0000,5.5000,50.0000,1.5000,0.5000,1,1,10,3;0;0;2;0;0;1;0,1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;4.5000;0.0000,0.4247
253.8365,0.0000,0.0000,11.0000,0.0000,11.0000,50.0000,1.6742,0.5000,1,1,23,3;0;2;4;0;0;2;0,1.0000;0.0000;0.5000;5.0000;0.0000;0.0000;4.5000;0.0000,0.4338
260.2498,6.2213,10.2787,11.5000,19.0000,14.0000,33.5000,1.9903,0.5000,2,2,36,3;0;1;4;0;2;4;0,0.0000;0.0000;0.0000;2.5000;0.0000;19.0000;9.0000;0.0000,0.4673
263.6702,2.1961,1.3039,16.0000,9.5000,22.0000,30.0000,1.9467,0.5000,3,2,48,5;2;1;4;2;2;2;0,1.5000;4.5000;0.5000;5.0000;0.0000;9.5000;4.5000;0.0000,0.4478
274.0994,17.5000,28.5000,17.5000,28.5000,0.0000,0.0000,2.4114,0.5000,3,2,61,6;1;5;4;1;3;3;0,1.0000;0.0000;0.5000;2.5000;0.0000;28.5000;13.5000;0.0000,0.5299
120.0000,0.0000,6.0000,0.0000,8.0000,2.0000,44.0000,1.0000,2.0000,6,1,10,2;1;0;0;0;1;0;0,0.0000;0.0000;0.0000;0.0000;0.0000;8.0000;0.0000;0.0000,0.2680
126.7107,0.0000,0.0000,3.0000,0.0000,9.0000,50.0000,1.2849,2.0000,6,1,22,3;1;0;5;0;0;2;0,0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3.0000;0.0000,0.2645
139.2148,0.0000,0.0000,4.0000,16.0000,20.0000,50.0000,1.3307,2.0000,6,1,31,6;0;1;3;0;2;2;0,0.0000;0.0000;0.0000;1.0000;0.0000;16.0000;3.0000;0.0000,0.2794
141.5280,4.4000,9.6000,11.0000,24.0000,21.0000,36.0000,1.7882,2.0000,6,1,52,5;1;3;3;1;3;3;0,0.0000;3.0000;0.0000;2.0000;3.0000;24.0000;3.0000;0.0000,0.3016
154.8602,1.1579,0.8421,11.0000,8.0000,17.0000,34.0000,1.8169,2.0000,7,2,61,7;3;1;5;1;3;4;0,0.0000;3.0000;0.0000;2.0000;0.0000;8.0000;6.0000;0.0000,0.2976
160.3845,0.0000,0.0000,10.5000,15.0000,41.0000,49.5000,2.6372,2.5000,8,1,73,10;1;2;6;3;3;4;0,0.0000;0.0000;0.0000;0.5000;2.5000;15.0000;7.5000;0.0000,0.2992
173.2956,0.0000,0.0000,7.0000,15.0000,22.5000,50.0000,2.7647,2.5000,8,2,85,11;2;2;7;1;5;6;0,0.0000;2.5000;0.0000;2.0000;0.0000;15.0000;2.5000;0.0000,0.3141
170.9454,1.1803,3.3197,8.0000,22.5000,26.0000,45.5000,2.7377,2.5000,8,3,97,11;2;4;6;2;5;7;0,0.0000;2.5000;0.0000;0.5000;0.0000;22.5000;5.0000;0.0000,0.3160
185.1576,0.0000,0.0000,15.0000,22.5000,42.0000,50.0000,3.1540,2.5000,9,3,109,12;2;2;7;3;4;7;1,0.0000;0.0000;0.0000;2.5000;0.0000;22.5000;12.5000;0.0000,0.3251
193.6223,0.0000,0.0000,11.0000,30.0000,41.0000,50.0000,3.3743,2.5000,9,3,124,15;3;4;9;3;5;10;0,0.0000;2.5000;0.0000;1.0000;0.0000;30.0000;7.5000;0.0000,0.3334
194.4678,0.0000,0.0000,8.0000,14.0000,22.0000,50.0000,4.0730,3.0000,9,4,134,14;3;4;10;2;6;8;1,0.0000;2.0000;0.0000;0.0000;2.0000;14.0000;4.0000;0.0000,0.3325
210.6198,0.0000,0.0000,8.0000,35.0000,43.0000,50.0000,4.1216,3.0000,10,3,159,18;4;5;13;3;8;11;0,0.0000;0.0000;0.0000;0.0000;0.0000;35.0000;8.0000;0.0000,0.3490
218.3692,24.0000,28.0000,24.0000,28.0000,0.0000,0.0000,4.2651,3.0000,10,4,161,18;3;4;12;4;9;11;0,0.0000;2.0000;0.0000;0.0000;8.0000;28.0000;14.0000;0.0000,0.4456
